gene_name,gene_id,logFC,logCPM,PValue,FDR,raw_read_count_x23908x30,raw_read_count_x23908x31,raw_read_count_x23908x16,rpkm_x23908x30,rpkm_x23908x31,rpkm_x23908x16
Zbtb24,268294,-0.4495040881260822,3.5119911069956977,0.3225211277533105,0.41542996750397804,146,149,31,3.2470454631539916,2.63180981756248,1.7659114226663062
Recql,19691,-0.4103649009483942,3.8034342125561738,0.32258169679342164,0.41547974246452973,186,175,39,2.6134051190757734,1.9528305590301391,1.403557174763892
Ripor1,75687,0.29857451809416957,5.874168725944725,0.3226032014871193,0.41547974246452973,725,610,236,5.398118969081417,3.6071732428103833,4.500783849992993
NA,102638652,-1.344939751175761,0.6137098179243936,0.3226543991003228,0.4155177100347631,11,25,2,1.707020415921499,3.0811919847992058,0.7949644980362289
Rbbp6,19647,0.292334535854995,6.459173423579973,0.3229729682036534,0.4158999731215844,987,1021,353,9.221745878560363,7.57625284936798,8.447776421877116
9330133O14Rik,100689703,0.5640915096548601,1.9245781288448036,0.32318882266846605,0.4161499255747871,39,41,17,1.3451635535602593,1.1231223304251425,1.50186575408865
Naa12,27366,-0.40901308274992393,4.0035781166958895,0.3232727824702132,0.4162300233514528,175,242,45,2.9799665118685597,3.2728147330873134,1.9627164256293483
Gm23034,115485687,0.8528227281775318,0.350668313518693,0.32330594524356915,0.4162447110117225,11,12,6,7.183233562300536,6.223594226477645,10.035759871182192
Pgm1,72157,-0.3715782166445253,4.494711966509773,0.3235337683709854,0.4164995616087803,241,346,65,7.9007208401326245,9.008624684182067,5.4580151815138995
Ice2,93697,0.3604594472252812,3.8827236750012264,0.32356356763606453,0.4164995616087803,159,172,61,2.8612402495832336,2.458206535296361,2.8116337300158722
NA,545056,0.8521171181455253,0.35101716545894524,0.3235691989626776,0.4164995616087803,12,11,6,0.9820033343063963,0.7149194657412994,1.2576351730917967
NA,102636414,-0.5688679781738041,2.9964585245031614,0.32360369549286155,0.4165159438859684,140,66,20,1.712385030679266,0.6411358225767982,0.6265779261706039
Sae1,56459,0.3119869935932076,5.268122777205752,0.3236854699002012,0.41659317204362634,360,517,156,13.313591385294247,15.185041620684544,14.777093782196811
NA,102636700,-0.386394331636427,4.26950670204928,0.3237853974391697,0.41664652107822225,287,213,55,2.1064454238560613,1.2415969548522856,1.033957558828519
Mon1b,270096,-0.34572768140279914,4.560086087625895,0.32380151820271647,0.41664652107822225,297,314,69,5.589583872559972,4.693376522888186,3.3261652880600936
Tmprss6,71753,0.8811071195045915,0.6929228542618787,0.3238136521128066,0.41664652107822225,22,8,8,0.6558221818521935,0.18940268377148062,0.6108366915057788
Gal3st1,53897,-0.4768229282490793,3.117893702289252,0.32381402646909346,0.41664652107822225,115,108,23,3.855795598334054,2.875892438906451,1.975221058955971
Fzd10os,319616,-0.9975064473642129,1.1946367828674116,0.3239661531385625,0.4168142295743471,25,31,4,1.0114362131759402,0.9960769830942565,0.4145053973128611
Sipa1l1,217692,-0.3240533532691515,7.940708498249622,0.32412006987843645,0.41698421846316064,3117,3329,739,31.15084329050501,26.4228416171226,18.916864475070906
Inafm2,100043272,-0.34783836777471056,4.698800993227675,0.32427505361449865,0.4171555571038932,326,348,76,10.389732515117357,8.808434540651787,6.204003973210346
Cdh6,12563,-0.33044758195984997,5.0329709739150505,0.32438355562108073,0.4172670814641749,407,443,97,3.5017390245789066,3.0270933482706246,2.1376313469831727
Rps19bp1,66538,-0.5776635725340623,2.514913183587093,0.3245461347118883,0.41744285536772563,57,89,14,6.682059435336084,8.286253317000005,4.203733954073504
Myh6,17888,0.5015097035364978,2.3294354912603064,0.3245638382088688,0.41744285536772563,62,46,22,0.9501669790308044,0.5598849533821306,0.8635801138692503
Vps26b,69091,-0.3146803138815898,6.041255764881849,0.3247674811867462,0.41767669674974894,868,847,198,12.288162679780603,9.523209929726928,7.17966408942279
Myb,17863,0.8535371940160894,0.35031948028254845,0.324959968566985,0.4178680743727484,10,13,6,0.2576122946982405,0.2659761278061777,0.39590368567809014
Duxbl1,278672,0.8535371940160894,0.35031948028254845,0.324959968566985,0.4178680743727484,10,13,6,0.2058391447165759,0.2125220720803751,0.31633768157523723
Fbxo46,243867,-0.5676999148037929,2.600988057957269,0.3250271595180596,0.4179263873023545,78,77,15,2.1011663259100177,1.6473628774542728,1.0349724673353726
NA,102633199,-0.9739037093247919,1.1752711173035757,0.3250655492596063,0.41794766171521047,30,25,4,1.0692325682145651,0.707658378926411,0.3651595166803776
Hmgcl,15356,0.3661891130162706,3.8551113676331643,0.3251545091720501,0.41801885660327476,169,155,60,5.356263083573876,3.9015718963219657,4.870775963537937
NA,118567716,0.3166657162231312,8.480817252973882,0.3251646183466544,0.41801885660327476,4661,3421,1448,10.150996330120108,5.917187929412268,8.077367413983705
Megf8,269878,-0.32260311399813224,6.994026470581078,0.325744744025671,0.4187365081593095,1791,1542,383,17.35703119523686,11.868530563471536,9.507149876639346
NA,118568618,0.2976356256784315,5.868644310641234,0.3259782662669288,0.4190085433983976,731,599,235,6.36136478581532,4.1399249344673725,5.2380844272939875
Pacs1,107975,-0.33758453213466705,4.866908967268021,0.32617038557701095,0.41922732683359876,378,379,86,7.5014199227910705,5.973427655915071,4.371412978085818
Dgcr2,13356,-0.3204705467555358,6.2788198502423835,0.32621675390571336,0.4192587594866672,1117,907,233,26.638304622869093,17.178823418073293,14.232494912084647
NA,628004,0.7557289614951174,0.9300468577050992,0.32628089766393553,0.4193130316364911,18,19,9,1.1380136106143328,0.9540283330711615,1.4574349130664195
Ccdc138,76138,-0.7135985637774321,2.026536859699849,0.32633380134336404,0.4193528525154533,52,51,9,0.713726691041236,0.5559445681925473,0.3164046171828494
Zfp974,73430,0.34750283484136407,4.0894824422052345,0.32646864448525675,0.419497956678067,197,186,70,2.2327469132652893,1.6742447135760186,2.0320903796627885
Prr14l,215476,-0.3152590223321569,6.863340551329703,0.3265611404587624,0.4195886307432342,1554,1487,351,11.836891686354669,8.995604402178035,6.848027314635946
Scmh1,29871,-0.31271938644190955,5.725688350204986,0.3266509485999701,0.4196758393475174,669,707,159,7.052417066125083,5.919213494039676,4.293195866886552
Jmjd4,194952,-0.3231259610958421,5.099210761035895,0.3267677571490559,0.4197977235971857,438,451,102,4.816077715436337,3.9384799452393042,2.872706492677646
Ddx28,71986,-0.7243102341589741,2.035483297437314,0.32678978641840056,0.4197978369506686,40,64,9,2.080174531427588,2.6433366534692153,1.1988200594383855
Gnpda2,67980,-0.3859447384612822,4.134596943785355,0.326833133050391,0.41982533297436264,235,220,50,4.4563512904440605,3.313347280321204,2.428584780104831
Ddx31,227674,-0.6368916235589595,2.3523088319692396,0.32709643060332694,0.42013533879789566,73,57,12,2.0076065434283095,1.2449827059891332,0.8452957720780929
Prpf40a,56194,0.2938968538461352,5.846236357343799,0.327399851137814,0.42049683505536656,586,728,231,7.42323863202837,7.3241951236219585,7.495135594458617
Mamld1,333639,-0.33240935173381236,4.927784154723747,0.32750456712258774,0.4206030932176447,410,379,90,6.657721481990225,4.887803036874431,3.7433116341942916
NA,118567462,0.749723738907787,0.7807535379278175,0.3275729061911921,0.42066262260259607,17,16,8,1.4955721365532841,1.117921084683748,1.8026862215866744
Med25,75613,0.3007089843798622,4.967478046700134,0.32768069615548484,0.4207728026538854,374,338,126,6.461338996202861,4.63767537337043,5.575620141500191
NA,102640887,0.7546734642874402,0.9306336303658364,0.32807026656317834,0.42124477619980477,20,17,9,2.308426185231921,1.5583594479703315,2.6607263715411857
Dnajc17,69408,-0.7773241342628994,1.5415398154953248,0.3282504068539912,0.42144779454686715,28,44,6,2.2894156166476574,2.8572747723240504,1.2565783368118877
Utp6,216987,-0.3388162976268413,4.673289196029868,0.3283226069588988,0.42151220820939483,319,342,75,8.018277505218448,6.827303767175747,4.828623807821449
NA,115488165,0.7924449277914021,0.5817276897830422,0.32863543047431076,0.4218855133698999,15,13,7,1.038791783354364,0.7150119820099168,1.2416723067192201
Mst1,15235,-1.000362738899903,1.1964292760012896,0.3286937959365999,0.4219321300003332,32,24,4,1.2734581753132164,0.7585403188099543,0.40772412291919474
Ccar2,219158,-0.3135479430549051,5.680579018483081,0.3288041418696306,0.4220454613170295,669,664,154,16.12030944039983,12.707147069316333,9.504727835733304
NA,115488922,-0.6574973123182382,2.122781201792329,0.32888698007394146,0.42212347150699153,58,52,10,0.5777446247989839,0.4113807677002183,0.2551406328156815
NA,105244701,-1.0650445683149803,0.8856075808255588,0.32899199060857115,0.4222069986957766,27,17,3,5.461755551150077,2.7311788246132838,1.554395239923229
1700007J10Rik,69320,0.7586097873038378,1.0669238984974512,0.3289961921055419,0.4222069986957766,23,18,10,2.014314820227799,1.2520011787738556,2.2432166528745068
Sf3b4,107701,0.36567831644880533,3.925592714317026,0.32904285684324047,0.4222318087470583,146,195,63,8.159577197759168,8.65530012685755,9.018349407504042
Plekha8,231999,0.3103828134776785,5.006229652386167,0.3290649327107634,0.4222318087470583,413,316,130,4.648885656086072,2.8250010658594924,3.7481233361252313
Dhrs11,192970,-0.7143471382562213,2.027074256429144,0.32908172957905885,0.4222318087470583,55,48,9,2.633616635784399,1.825424290836947,1.1038348086659546
NA,118568525,0.7491479549816569,0.7810613710307621,0.3292692393077119,0.4224440659608698,18,15,8,4.525589009652346,2.9952052317350426,5.1518629485138545
NA,102632377,0.44957783343734853,3.0249215125547284,0.32932675634804365,0.42248952857765315,110,68,35,2.8442779717852242,1.3964358380430397,2.318030282939814
Wee1,22390,0.31954894940339673,4.453931202512945,0.3294970576353224,0.42267966501754095,233,264,89,6.630868132159529,5.966932399647183,6.48748228779112
Dlg1,13383,-0.31994358493187774,7.499436867131028,0.3296166340697501,0.42280471035509043,2225,2517,545,12.867332199063542,11.560441869928631,8.072846759181276
Cdr2,12585,0.3535759015654405,4.000682228902338,0.330362668670446,0.42370880804575395,166,194,66,6.334049872725185,5.879059304266758,6.450435462301024
Samd5,320825,-0.33328791235456734,4.975080437866643,0.3303657554187298,0.42370880804575395,372,445,93,5.089378641619722,4.835201246562151,3.2589408636804373
Zhx1,22770,-0.3155667836674023,6.218760683865667,0.33042677372370777,0.42375866087912734,876,1068,224,16.294196789866618,15.77730511132098,10.672067847466284
Zfp708,432769,-0.8567739641534199,1.6052244935928666,0.33079086115552797,0.4241971545903966,35,41,6,1.292902706819814,1.2028580463664873,0.567702437663685
NA,102639289,-0.7776821400252084,1.7444587871985406,0.3315544162037647,0.42514782154189595,32,52,7,0.38241282714822084,0.49353565940748373,0.21426548648249868
Alkbh1,654309,0.6955512834809742,1.1105749599694859,0.3316231549357938,0.42520746705445267,14,29,10,1.1642754631669712,1.9153953456274861,2.1300971806355364
Dennd4b,229541,0.29992503579111623,5.365641376959002,0.3319779240700133,0.4256338284012306,516,422,166,7.6581580953451995,4.974160537071148,6.3103641614251655
Snx10,71982,-0.32566297564490515,5.344734821075538,0.33210656266811145,0.4257702267172994,455,603,121,13.930640178390206,14.662556913843533,9.488919378935584
Smn1,20595,-0.532712628648127,2.823485929858438,0.33220703669656937,0.4257745599508377,67,115,18,4.222222129795469,5.755682592330227,2.905430480840958
Aldh7a1,110695,-0.35986166843366013,4.396026379015843,0.33223672069165866,0.4257745599508377,287,258,61,6.431401884859466,4.591728259908138,3.501267521463801
Zfp994,240038,0.37897152039090876,3.668098243212383,0.33223925501820695,0.4257745599508377,132,152,53,2.4487362458328614,2.239465555151981,2.5183474961145778
Pikfyve,18711,-0.3096581629801759,6.5243967519664965,0.3322701085918455,0.4257745599508377,1195,1205,278,10.06350143937103,8.059367790324627,5.996498260113506
NA,102633297,1.0802760969974825,-0.25967993480596324,0.3322879699569283,0.4257745599508377,7,6,4,0.4416998352481699,0.3006859726800159,0.6464886384808243
NA,115489543,1.0802760969974825,-0.25967993480596324,0.3322879699569283,0.4257745599508377,7,6,4,0.1324584103369658,0.09017070592621247,0.19387115529704993
Dnajb13,69387,1.0802760969974825,-0.25967993480596324,0.3322879699569283,0.4257745599508377,7,6,4,0.39830476371501644,0.27114489466233016,0.5829739652265679
Tmem79,71913,1.0802760969974825,-0.25967993480596324,0.3322879699569283,0.4257745599508377,7,6,4,0.3044707849587296,0.20726766646069938,0.4456349935348372
Rps28,54127,-0.443460995203932,6.622102102427423,0.33252833478182864,0.42605401656604347,686,1963,278,168.55533409940014,383.06405819018664,174.95843660947335
Snora17,100306954,1.1932697272615864,-0.32211567636692817,0.3326644120907278,0.4261427555257027,6,6,4,4.422734713978429,3.512558862671095,7.552162731344173
NA,108167455,1.1932697272615864,-0.32211567636692817,0.3326644120907278,0.4261427555257027,6,6,4,0.17287562399915685,0.13729871775913075,0.29519854324472344
NA,115490427,1.1932697272615864,-0.32211567636692817,0.3326644120907278,0.4261427555257027,6,6,4,1.3451635535602593,1.0683358752824528,2.2969711533120525
Gpr137,107173,-0.3339591859839377,4.779055240393438,0.33280334384638155,0.4262921857007979,364,347,81,11.78610968037912,8.92341908739805,6.717780692473537
Tsen54,76265,-0.6590340362728568,1.9825069744414485,0.33301992436275196,0.4265410505310305,59,40,9,1.936158400925464,1.0425132543509488,0.7564898250284047
NA,115488536,-1.2669768454378794,0.5512617042313744,0.33315871291518545,0.4266902506329904,16,18,2,0.6916048953000475,0.6179357217315653,0.22143169270045113
Lfng,16848,0.41483443196994924,3.1283933706528897,0.33320053134930183,0.4267152454020209,108,85,37,4.600883397728874,2.8758691213638126,4.037298903227336
Polr2j,20022,-0.4433267404684389,3.7922471335517898,0.3334052484546341,0.4269488400162314,135,226,38,22.415566724429922,29.802803182936323,16.161112739088043
Tmem104,320534,-0.44021299083899573,3.5048288359576305,0.3335367491614665,0.42708865089722514,150,143,31,3.08367305221399,2.334779248249158,1.6323394198531778
NA,118568186,-0.5222165624863716,2.7364343477734074,0.3337005260488379,0.4272326153225823,95,75,17,3.799225463302473,2.3821299315278694,1.7413741439720845
Dnajc10,66861,0.2900972614972915,6.376419184878839,0.3337290271914389,0.4272326153225823,858,1041,333,20.49178705475131,19.745857406208497,20.370818913780344
NA,105247048,1.1942431378222476,-0.3225223573907027,0.33373849728800054,0.4272326153225823,5,7,4,0.7207419533890773,0.8013837997797757,1.4768673785739719
Gm24338,115485686,1.1942431378222476,-0.3225223573907027,0.33373849728800054,0.4272326153225823,5,7,4,3.8307151065954894,4.25932334528621,7.849491972735677
NA,102639384,-1.2681208421259034,0.5518983214757591,0.3337818664614953,0.42725954713372516,18,16,2,0.19341832653069663,0.13654563441857817,0.055046133657505845
NA,118567519,-0.7070787095159099,1.863866666928619,0.33391121063470974,0.42739652081040286,55,36,8,2.5840217305233697,1.3432866341069567,0.9627093003741487
NA,105244299,1.192290838373624,-0.3217089449106569,0.3340851507532697,0.4275619524657063,7,5,4,0.30542652284873456,0.17326523537839483,0.4470338477746327
Lgals2,107753,1.192290838373624,-0.3217089449106569,0.3340851507532697,0.4275619524657063,7,5,4,1.150508692487632,0.6526714102936156,1.6839281765834981
D16Ertd472e,67102,0.38127289808501436,3.49408503476067,0.3341945893242124,0.42767340495887607,138,113,47,2.1797763947465114,1.4175683981494063,1.9015266877134436
NA,102632414,1.082172948403375,-0.2604824449908022,0.33428146959914107,0.42772736961414876,5,8,4,0.45637975472572906,0.5799346715104247,0.9351646158887719
NA,102638701,1.082172948403375,-0.2604824449908022,0.33428146959914107,0.42772736961414876,5,8,4,0.35177210306408324,0.4470067677730388,0.7208137964840426
Dnajc8,68598,0.3043478914559358,4.987744100996836,0.3344126979090638,0.42786666772061777,313,410,128,19.435195431050072,20.219068884041658,20.357584797190675
Itpkb,320404,0.2884063461803849,5.772824216359721,0.3346837142663505,0.42815973392073153,661,587,219,8.069687353911458,5.691491236202575,6.848115440329278
Maf1,68877,-0.3534526365597413,4.43689135355093,0.33469511455632694,0.42815973392073153,267,294,63,14.853712812984154,12.98984032233084,8.977099095748734
Dhtkd1,209692,-0.5402403237080079,2.7505616170331963,0.3347088872760352,0.42815973392073153,103,69,17,1.5249417014417408,0.8113305467946931,0.644668790670128
Parg,26430,-0.31378071997577067,5.263450084392863,0.334737903164274,0.4281682244445818,483,513,115,8.196020068143493,6.913627367301356,4.998335815390851
NA,108167794,1.0793033357039992,-0.259278609099091,0.33481408331306245,0.42817979119235505,8,5,4,0.858215335898791,0.42599942105162114,1.0991019631063186
NA,108168981,1.0793033357039992,-0.259278609099091,0.33481408331306245,0.42817979119235505,8,5,4,0.07722235214882972,0.0383314955251806,0.09889736910093562
9530034E10Rik,78615,1.0793033357039992,-0.259278609099091,0.33481408331306245,0.42817979119235505,8,5,4,1.5232902341686954,0.7561281309076721,1.9508522124020176
Cdk10,234854,-0.35257110249797535,4.585621278054671,0.3348828448587636,0.42821824256988766,338,284,70,19.517777645782548,13.024609954877743,10.353410035255216
Coasy,71743,0.38947102792710026,3.393868007677508,0.33488891253714675,0.42821824256988766,111,123,44,4.893664780940337,4.306744124326228,4.968618163077364
NA,70730,0.7520598087010217,0.7795222472083789,0.33495336420245747,0.42827203403405634,13,20,8,0.6179297157781292,0.7550199802517252,0.9739965613458044
NA,108169069,0.6271728813994206,1.401922239026401,0.3349947775538204,0.428296363443852,27,27,12,2.3839423049938175,1.8933393506593739,2.713844320882298
Gm12371,100042132,-1.065605805608612,0.8858941372812036,0.33517396173601577,0.4284723445708331,28,16,3,2.5156090339895774,1.1416627143677058,0.6903639061893566
Mapk14,26416,0.28405191830372206,5.788734361125483,0.3351772111635216,0.4284723445708331,636,628,221,16.027688194246615,12.569156500042435,14.265196270316771
Tab3,66724,-0.3533417821034654,4.459113403550422,0.33522322343460426,0.42850253433820706,265,305,64,3.644458428621094,3.33134557858983,2.25444066269949
Bmyc,107771,-0.49042303039765367,3.002690570462751,0.3352829052527235,0.4285501921437877,84,122,21,9.695389977974067,11.183520744257674,6.2083615335961
Acat1,110446,-0.31352061785412844,5.38229817944888,0.33533670413620376,0.4285858152281712,500,583,125,14.42338625963911,13.356679505668385,9.235894238599085
Lmln,239833,-0.43389438844717426,3.544321351984869,0.3353574089233143,0.4285858152281712,160,141,32,2.203854217610995,1.5424628527754443,1.1289756291477133
Ppm1g,14208,0.31111980679657725,4.77783281972831,0.3354001718119269,0.4285858152281712,271,353,111,12.17937384052628,12.59978389261142,12.777631447997093
Commd6,66200,-0.46101271235516333,3.3789577277771228,0.3354003769096016,0.4285858152281712,114,155,28,12.676821328751886,13.688943681952496,7.975083844299448
Rslcan18,432770,0.7921589015287401,0.7522403425489174,0.33567849893630064,0.42889471356401315,19,13,8,0.6201620632146875,0.3369982672673375,0.6688262197500375
Fer,14158,-0.31344903074881847,5.438290820572962,0.3356869458851773,0.42889471356401315,573,552,130,4.563558468070073,3.491570338731094,2.651942221287264
Tmco4,77056,0.6537720557906871,1.3834483939806614,0.335777652303793,0.4289652542573331,27,26,12,0.4082524351364704,0.3122274544596529,0.46474847577502615
Gm5451,108168114,-0.546429745712503,2.9087257262114745,0.33578699696921954,0.4289652542573331,69,125,19,9.701894936154995,13.958868312638023,6.842783284035835
NA,105246880,0.8498124081167833,0.3520638333203179,0.33583853078215886,0.42900244421518535,15,8,6,1.2316476418674105,0.5216965061857491,1.2618803551106719
NA,105244229,0.7910993502201766,0.5823820382371062,0.33589312435988183,0.42904353751102337,17,11,7,0.6289364194022556,0.3232088383142224,0.6633268406617887
NA,102631998,0.6279810349401698,1.4014303007342084,0.3360133730134426,0.42916848236756994,25,29,12,2.7239687488109023,2.509532535704545,3.348999374705815
Cep290,216274,-0.3428930332645736,5.247094377281674,0.3360478417503462,0.42916909448938395,388,604,112,4.156387043765261,5.138707714100353,3.0730808604038384
Cox20,66359,0.7278682670693178,1.0882493110158742,0.3360587139309021,0.42916909448938395,16,26,10,1.3838245505070284,1.7859410395092146,2.2153010678609575
Acot1,26897,-0.8369106200601637,1.589313694655899,0.33636705937302025,0.42953420189441344,32,43,6,1.9971810382558142,2.1314180141673225,0.959158576527355
Fam171a1,269233,0.28675108863604987,5.685577084248805,0.336427468962338,0.42958267242768367,550,627,206,11.884319351352206,10.759990440081074,11.401199699684142
Lta4h,16993,0.3073280099762871,4.672540665332522,0.33667243877524605,0.4298101185129148,276,304,103,12.998472983193139,11.37076170065067,12.424879537192085
Rtf1,76246,-0.3148941354942124,5.565516809266076,0.3366926659383569,0.4298101185129148,546,686,142,10.073168256410483,10.051486225906745,6.710169616814334
Znrd2,56390,-0.568055378691204,2.507261781841042,0.3367072160002935,0.4298101185129148,58,87,14,8.050512831721077,9.59063860649426,4.9773169499015815
Hba-a1,15122,0.3486110852041542,7.264523742732207,0.33671922420839995,0.4298101185129148,1126,2346,632,195.99281634109775,324.3116064761727,281.7672735687193
Kdm5b,75605,-0.304615005572137,6.1386386401147,0.3367273788893133,0.4298101185129148,890,943,213,10.630634139417829,8.94568452798607,6.516591190598845
Hacl1,56794,-0.7627920789561103,1.7321284480853985,0.3367403792666384,0.4298101185129148,39,44,7,1.0264285595329974,0.9197070541156667,0.4718824968732767
Mir3064,100526469,0.5295752285425872,2.244168634667694,0.336802716843699,0.42986100869658417,63,38,21,91.49119871006123,43.8283464058662,78.11416078838079
Mxd1,17119,0.3302714359809902,4.25680452506033,0.33687355719513357,0.4299227434508065,218,214,78,4.527520958002252,3.5298030150385307,4.1492565358548354
Tcerg1,56070,0.284640686827813,5.937084885222378,0.33703563212775806,0.43010089705198395,651,751,245,11.800001224589987,10.811195515844231,11.374671326922064
Psen1,19164,0.28999559547189285,5.2824381203716735,0.3371169383919741,0.4301759625352568,428,461,156,15.481215638223377,13.243260961044703,14.452986520802904
Iah1,67732,-0.6133380833459773,2.3335951583085772,0.33719354962602416,0.4302450273420954,66,62,12,3.90383635543871,2.9125412089260627,1.8180282319831564
Catsperz,67077,0.6550023143335363,1.382704317976904,0.3373681781444897,0.4304086217632514,24,29,12,2.990017834802318,2.8694142821820208,3.8292656102590175
Bloc1s4,117197,-0.5881401178828627,2.313681733465669,0.3373746273714419,0.4304086217632514,53,73,12,3.948628389355933,4.31942537017594,2.28993601961125
NA,72608,1.1952855208692943,-0.32292898796758807,0.3373892494227379,0.4304086217632514,4,8,4,0.4976990470973168,0.7905503322635711,1.2747896170555384
Nek1,18004,-0.30889378665041506,5.54087990790356,0.3374814758986943,0.4304975717294298,603,605,140,10.349620517840508,8.246985087696645,6.154699562323176
Musk,18198,0.7579317778634039,0.9288733165787194,0.33751894311532854,0.43051666257503873,14,23,9,0.18274782558429786,0.23844308888000726,0.3009112330573141
Fam110d,72690,-1.3104099105163374,0.584907568660838,0.33755721665770994,0.4305367793021775,20,15,2,0.5836842453960734,0.3476737926459092,0.14950292149631536
Zfp975,434179,0.3981754385844898,3.3212387411649895,0.337708830859248,0.4307014438628178,106,116,42,2.370447564467409,2.0602275838971806,2.4057222582493734
Nit1,27045,-0.4884726561552385,3.0654201759763295,0.337804335047206,0.43079453059109457,113,102,22,3.2376085097027016,2.321019460492914,1.614508287089479
Nom1,433864,-0.3652589301761069,4.253576310826184,0.33799611100374616,0.43101037002363873,226,268,55,2.887700196703972,2.7196384838225574,1.800023027890962
Gm19605,102638940,0.42590569263418,2.99995302712621,0.3380791251540654,0.4310837139354088,98,78,34,2.631911687368891,1.6636905902135242,2.3388149557185103
NA,100123473,1.1912318825496082,-0.32130216303630676,0.33809868872182847,0.4310837139354088,8,4,4,0.7044355743531253,0.27973319449326367,0.9021588059162272
Zfp85,22746,-0.5112264166283522,2.8808576749206285,0.3386494924987815,0.43173279582162216,82,107,19,1.4074110820280625,1.4585576931959354,0.8352806548867168
Rimoc1,106064,-0.3064004688944208,6.166605372535657,0.3386528928913869,0.43173279582162216,897,973,217,17.187523994811013,14.806978143823837,10.65006642756117
Tada1,27878,-0.3477522054815917,4.498573147275812,0.3387706266084451,0.43185411412481706,296,289,66,12.93838654870958,10.032726526892553,7.38931286112651
Trpc4ap,56407,-0.30376089599113454,6.138020744426458,0.3388471293360365,0.43192285979922623,886,946,213,26.95683084579973,22.85909163536924,16.5991719320257
Stub1,56424,-0.4660797255716596,3.3828914771759773,0.338936712064361,0.4320082680652467,112,158,28,7.7288073299594675,8.65932950825867,4.949076853731927
Fndc9,320116,-0.613753816295345,2.333902870187364,0.3391762300741933,0.43228475952634826,68,60,12,2.9237344817108832,2.0488633224594985,1.3215450471110444
Ppl,19041,0.6412308863539854,1.2747427040812205,0.33973446067794505,0.43296739067149287,25,24,11,0.38752654017653904,0.29546456579422303,0.43674288218542856
NA,102634953,1.0782254523076453,-0.25887723633638976,0.3398408470041867,0.43304528309897466,9,4,4,0.08183361119219969,0.02888563497944644,0.09315816096976272
Gm11186,790909,1.0782254523076453,-0.25887723633638976,0.3398408470041867,0.43304528309897466,9,4,4,0.7427493412788201,0.2621757251187925,0.8455347587255563
Lrrc42,77809,-0.49407913859041674,3.0054614234530863,0.3399923392943894,0.43320947174477575,110,96,21,5.6991576186516495,3.950225941406471,2.7868204328123074
NA,102639259,-1.3069543914161406,0.5830173149995644,0.34007419087297835,0.4332849100334751,14,21,2,3.5753340994891234,4.25932334528621,1.3082486621226128
Fam76a,230789,-0.3174517833215464,5.038020599921966,0.34020323881895237,0.43342046666154055,410,441,98,11.75399738364332,10.040909276851785,7.196138560155291
Rtel1,269400,0.34881081780779327,4.298836670073906,0.3403187300975847,0.43353873513263785,263,179,81,5.565450860173812,3.008363810613043,4.390372114154627
Mob1b,68473,0.3044349032565982,4.631876786812319,0.3404014986117172,0.4335920093782622,279,285,100,8.56094155610205,6.945362368006234,7.85939357093528
NA,105243866,-0.847084648485689,1.360344257941606,0.3404058732488829,0.4335920093782622,26,37,5,0.4561493430212155,0.5155468651666555,0.22468569251204268
Ago3,214150,-0.30890667085257417,6.999102076705386,0.3405746582844817,0.43377812121934417,1712,1626,387,9.820071936997202,7.407372259356859,5.685826224252575
NA,118567438,0.7210178873144122,1.0918567724882282,0.34077087187894284,0.4339991407614866,29,13,10,1.1484349806749035,0.4088692856019264,1.0143319907788269
NA,102637206,-0.5017250690080874,2.943983628245176,0.34131625742827204,0.43466479987853623,117,80,20,0.7842462905607934,0.4258820335010421,0.3433747177381617
Tsacc,76927,0.6251653544462289,1.6133221503253283,0.3415992573918874,0.4349962457024281,38,25,14,4.131180135068119,2.1585557256638013,3.8984348400905118
NA,115488793,0.31318260187201447,5.161917090781719,0.34169554087258014,0.4350898964138876,482,329,145,1.9858017066954845,1.076508491680289,1.5301307816184049
Zfp780b,338354,-0.33848802183387017,4.533994708270448,0.34173000624164884,0.43510482527593447,297,302,68,3.1599943817534233,2.5519345088667853,1.853149608434809
Srrt,83701,0.2833000369844844,5.846808785353776,0.34175470120555534,0.43510731289365784,669,647,230,11.843851805009919,9.097118422718408,10.429569710862859
Rnaseh2a,69724,0.4241072778823235,3.082805381821388,0.3418236215793404,0.4351597748896435,83,104,36,3.19585025236431,3.1803461328814664,3.5504429461166915
Fem1al,216622,0.5615280189432388,1.6581231604837552,0.34184139531653907,0.4351597748896435,31,35,14,0.9212904932600148,0.8261057801639411,1.0656992003301797
Mir1192,100316672,0.790361361942892,0.5827092277636032,0.3419494872771793,0.4352684146147476,18,10,7,14.47440451847486,6.386470659401991,14.417765214384332
Pdcd6,18570,-0.3500964436163063,4.4566823015208445,0.34216480115582526,0.43551351387136805,252,317,64,16.089003447701057,16.07387500542534,10.465989296980903
Adat2,66757,0.577250223222983,1.7420869928546332,0.3423002996937951,0.4356569968762976,30,40,15,2.008950386253106,2.127358430248151,2.572829010334044
Coa4,68185,-0.5676490008083716,2.5069808531829794,0.34264915791540196,0.4360719927095507,56,89,14,3.7142530113302143,4.688200581533745,2.378390717028635
Cfap410,67884,-0.4196195852290426,3.618159980272271,0.3427876200329734,0.43619618084697376,152,165,34,6.840714562231206,5.897589579785418,3.91929999286224
